code,district,short,parent_code,pinyin,parent_id
441322,博罗县,,441300,boluoxian,2292
441323,惠东县,,441300,huidongxian,2292
441324,龙门县,,441300,longmenxian,2292
441325,其它区,,441300,qitaqu,2292
441400,梅州市,,440000,meizhoushi,2195
441402,梅江区,,441400,meijiangqu,2299
441421,梅县,,441400,meixian,2299
441422,大埔县,,441400,dapuxian,2299
441423,丰顺县,,441400,fengshunxian,2299
441424,五华县,,441400,wuhuaxian,2299
441426,平远县,,441400,pingyuanxian,2299
441427,蕉岭县,,441400,jiaolingxian,2299
441481,兴宁市,,441400,xingningshi,2299
441482,其它区,,441400,qitaqu,2299
441500,汕尾市,,440000,shanweishi,2195
441502,城区,,441500,chengqu,2309
441521,海丰县,,441500,haifengxian,2309
441523,陆河县,,441500,luhexian,2309
441581,陆丰市,,441500,lufengshi,2309
441582,其它区,,441500,qitaqu,2309
441600,河源市,,440000,heyuanshi,2195
441602,源城区,,441600,yuanchengqu,2315
441621,紫金县,,441600,zijinxian,2315
441622,龙川县,,441600,longchuanxian,2315
441623,连平县,,441600,lianpingxian,2315
441624,和平县,,441600,hepingxian,2315
441625,东源县,,441600,dongyuanxian,2315
441626,其它区,,441600,qitaqu,2315
441700,阳江市,,440000,yangjiangshi,2195
441702,江城区,,441700,jiangchengqu,2323
441721,阳西县,,441700,yangxixian,2323
441723,阳东县,,441700,yangdongxian,2323
441781,阳春市,,441700,yangchunshi,2323
441782,其它区,,441700,qitaqu,2323
441800,清远市,,440000,qingyuanshi,2195
441802,清城区,,441800,qingchengqu,2329
441821,佛冈县,,441800,fogangxian,2329
441823,阳山县,,441800,yangshanxian,2329
441825,连山壮族瑶族自治县,,441800,lianshanzhuangzuyaozuzizhixian,2329
441826,连南瑶族自治县,,441800,liannanyaozuzizhixian,2329
441827,清新县,,441800,qingxinxian,2329
441881,英德市,,441800,yingdeshi,2329
441882,连州市,,441800,lianzhoushi,2329
441883,其它区,,441800,qitaqu,2329
441900,东莞市,,440000,dongshi,2195
442000,中山市,,440000,zhongshanshi,2195
445100,潮州市,,440000,chaozhoushi,2195
445102,湘桥区,,445100,xiangqiaoqu,2341
445121,潮安县,,445100,chaoanxian,2341
445122,饶平县,,445100,raopingxian,2341
445185,枫溪区,,445100,fengxiqu,2341
445186,其它区,,445100,qitaqu,2341
445200,揭阳市,,440000,jieyangshi,2195
445202,榕城区,,445200,chengqu,2347
445221,揭东县,,445200,jiedongxian,2347
445222,揭西县,,445200,jiexixian,2347
445224,惠来县,,445200,huilaixian,2347
445281,普宁市,,445200,puningshi,2347
445284,东山区,,445200,dongshanqu,2347
445285,其它区,,445200,qitaqu,2347
445300,云浮市,,440000,yunfushi,2195
445302,云城区,,445300,yunchengqu,2355
445321,新兴县,,445300,xinxingxian,2355
445322,郁南县,,445300,yunanxian,2355
445323,云安县,,445300,yunanxian,2355
445381,罗定市,,445300,luodingshi,2355
445382,其它区,,445300,qitaqu,2355
450000,广西壮族自治区,桂,0,guangxizhuangzuzizhiqu,null
450100,南宁市,,450000,nanningshi,2362
450102,兴宁区,,450100,xingningqu,2363
450103,青秀区,,450100,qingxiuqu,2363
450105,江南区,,450100,jiangnanqu,2363
450107,西乡塘区,,450100,xixiangtangqu,2363
450108,良庆区,,450100,liangqingqu,2363
450109,邕宁区,,450100,ningqu,2363
450122,武鸣县,,450100,wumingxian,2363
450123,隆安县,,450100,longanxian,2363
450124,马山县,,450100,mashanxian,2363
450125,上林县,,450100,shanglinxian,2363
450126,宾阳县,,450100,binyangxian,2363
450127,横县,,450100,hengxian,2363
450128,其它区,,450100,qitaqu,2363
450200,柳州市,,450000,liuzhoushi,2362
450202,城中区,,450200,chengzhongqu,2377
450203,鱼峰区,,450200,yufengqu,2377
450204,柳南区,,450200,liunanqu,2377
450205,柳北区,,450200,liubeiqu,2377
450221,柳江县,,450200,liujiangxian,2377
450222,柳城县,,450200,liuchengxian,2377
450223,鹿寨县,,450200,luzhaixian,2377
450224,融安县,,450200,ronganxian,2377
450225,融水苗族自治县,,450200,rongshuimiaozuzizhixian,2377
450226,三江侗族自治县,,450200,sanjiangdongzuzizhixian,2377
450227,其它区,,450200,qitaqu,2377
450300,桂林市,,450000,guilinshi,2362
450302,秀峰区,,450300,xiufengqu,2389
450303,叠彩区,,450300,diecaiqu,2389
450304,象山区,,450300,xiangshanqu,2389
450305,七星区,,450300,qixingqu,2389
450311,雁山区,,450300,yanshanqu,2389
450321,阳朔县,,450300,yangshuoxian,2389
450322,临桂县,,450300,linguixian,2389
450323,灵川县,,450300,lingchuanxian,2389
450324,全州县,,450300,quanzhouxian,2389
450325,兴安县,,450300,xinganxian,2389
450326,永福县,,450300,yongfuxian,2389
450327,灌阳县,,450300,guanyangxian,2389
450328,龙胜各族自治县,,450300,longshenggezuzizhixian,2389
450329,资源县,,450300,ziyuanxian,2389
450330,平乐县,,450300,pinglexian,2389
450331,荔浦县,,450300,lipuxian,2389
450332,恭城瑶族自治县,,450300,gongchengyaozuzizhixian,2389
450333,其它区,,450300,qitaqu,2389
450400,梧州市,,450000,wuzhoushi,2362
450403,万秀区,,450400,wanxiuqu,2408
450404,蝶山区,,450400,dieshanqu,2408
450405,长洲区,,450400,changzhouqu,2408
450421,苍梧县,,450400,cangwuxian,2408
450422,藤县,,450400,tengxian,2408
450423,蒙山县,,450400,mengshanxian,2408
450481,岑溪市,,450400,xishi,2408
450482,其它区,,450400,qitaqu,2408
450500,北海市,,450000,beihaishi,2362
450502,海城区,,450500,haichengqu,2417
450503,银海区,,450500,yinhaiqu,2417
450512,铁山港区,,450500,tieshangangqu,2417
450521,合浦县,,450500,hepuxian,2417
450522,其它区,,450500,qitaqu,2417
450600,防城港市,,450000,fangchenggangshi,2362
450602,港口区,,450600,gangkouqu,2423
450603,防城区,,450600,fangchengqu,2423
450621,上思县,,450600,shangsixian,2423
450681,东兴市,,450600,dongxingshi,2423
450682,其它区,,450600,qitaqu,2423
450700,钦州市,,450000,qinzhoushi,2362
450702,钦南区,,450700,qinnanqu,2429
450703,钦北区,,450700,qinbeiqu,2429
450721,灵山县,,450700,lingshanxian,2429
450722,浦北县,,450700,pubeixian,2429
450723,其它区,,450700,qitaqu,2429
450800,贵港市,,450000,guigangshi,2362
450802,港北区,,450800,gangbeiqu,2435
450803,港南区,,450800,gangnanqu,2435
450804,覃塘区,,450800,tangqu,2435
450821,平南县,,450800,pingnanxian,2435
450881,桂平市,,450800,guipingshi,2435
450882,其它区,,450800,qitaqu,2435
450900,玉林市,,450000,yulinshi,2362
450902,玉州区,,450900,yuzhouqu,2442
450921,容县,,450900,rongxian,2442
450922,陆川县,,450900,luchuanxian,2442
450923,博白县,,450900,bobaixian,2442
450924,兴业县,,450900,xingyexian,2442
450981,北流市,,450900,beiliushi,2442
450982,其它区,,450900,qitaqu,2442
451000,百色市,,450000,baiseshi,2362
451002,右江区,,451000,youjiangqu,2450
451021,田阳县,,451000,tianyangxian,2450
451022,田东县,,451000,tiandongxian,2450
451023,平果县,,451000,pingguoxian,2450
451024,德保县,,451000,debaoxian,2450
451025,靖西县,,451000,jingxixian,2450
451026,那坡县,,451000,napoxian,2450
451027,凌云县,,451000,lingyunxian,2450
451028,乐业县,,451000,leyexian,2450
451029,田林县,,451000,tianlinxian,2450
451030,西林县,,451000,xilinxian,2450
451031,隆林各族自治县,,451000,longlingezuzizhixian,2450
451032,其它区,,451000,qitaqu,2450
451100,贺州市,,450000,hezhoushi,2362
451102,八步区,,451100,babuqu,2464
451121,昭平县,,451100,zhaopingxian,2464
451122,钟山县,,451100,zhongshanxian,2464
451123,富川瑶族自治县,,451100,fuchuanyaozuzizhixian,2464
451124,其它区,,451100,qitaqu,2464
451200,河池市,,450000,hechishi,2362
451202,金城江区,,451200,jinchengjiangqu,2470
451221,南丹县,,451200,nandanxian,2470
451222,天峨县,,451200,tianexian,2470
451223,凤山县,,451200,fengshanxian,2470
451224,东兰县,,451200,donglanxian,2470
451225,罗城仫佬族自治县,,451200,luochenglaozuzizhixian,2470
451226,环江毛南族自治县,,451200,huanjiangmaonanzuzizhixian,2470
451227,巴马瑶族自治县,,451200,bamayaozuzizhixian,2470
451228,都安瑶族自治县,,451200,duanyaozuzizhixian,2470
451229,大化瑶族自治县,,451200,dahuayaozuzizhixian,2470
451281,宜州市,,451200,yizhoushi,2470
451282,其它区,,451200,qitaqu,2470
451300,来宾市,,450000,laibinshi,2362
451302,兴宾区,,451300,xingbinqu,2483
451321,忻城县,,451300,xinchengxian,2483
451322,象州县,,451300,xiangzhouxian,2483
451323,武宣县,,451300,wuxuanxian,2483
451324,金秀瑶族自治县,,451300,jinxiuyaozuzizhixian,2483
451381,合山市,,451300,heshanshi,2483
451382,其它区,,451300,qitaqu,2483
451400,崇左市,,450000,chongzuoshi,2362
451402,江州区,,451400,jiangzhouqu,2491
451421,扶绥县,,451400,fusuixian,2491
451422,宁明县,,451400,ningmingxian,2491
451423,龙州县,,451400,longzhouxian,2491
451424,大新县,,451400,daxinxian,2491
451425,天等县,,451400,tiandengxian,2491
451481,凭祥市,,451400,pingxiangshi,2491
451482,其它区,,451400,qitaqu,2491
460000,海南省,琼,0,hainansheng,null
460100,海口市,,460000,haikoushi,2500
460105,秀英区,,460100,xiuyingqu,2501
460106,龙华区,,460100,longhuaqu,2501
460107,琼山区,,460100,qiongshanqu,2501
460108,美兰区,,460100,meilanqu,2501
460109,其它区,,460100,qitaqu,2501
460200,三亚市,,460000,sanyashi,2500
469001,五指山市,,460000,wuzhishanshi,2500
469002,琼海市,,460000,qionghaishi,2500
469003,儋州市,,460000,zhoushi,2500
469005,文昌市,,460000,wenchangshi,2500
469006,万宁市,,460000,wanningshi,2500
469007,东方市,,460000,dongfangshi,2500
469025,定安县,,460000,dinganxian,2500
469026,屯昌县,,460000,tunchangxian,2500
469027,澄迈县,,460000,chengmaixian,2500
469028,临高县,,460000,lingaoxian,2500
469030,白沙黎族自治县,,460000,baishalizuzizhixian,2500
469031,昌江黎族自治县,,460000,changjianglizuzizhixian,2500
469033,乐东黎族自治县,,460000,ledonglizuzizhixian,2500
469034,陵水黎族自治县,,460000,lingshuilizuzizhixian,2500
469035,保亭黎族苗族自治县,,460000,baotinglizumiaozuzizhixian,2500
469036,琼中黎族苗族自治县,,460000,qiongzhonglizumiaozuzizhixian,2500
469037,西沙群岛,,460000,xishaqundao,2500
469038,南沙群岛,,460000,nanshaqundao,2500
469039,中沙群岛的岛礁及其海域,,460000,zhongshaqundaodedaojiaojiqihaiyu,2500
471004,高新区,,410300,gaoxinqu,2526
471005,其它区,,410300,qitaqu,2526
500000,重庆,渝,0,zhongqing,null
500100,重庆市,,500000,zhongqingshi,2529
500101,万州区,,500100,wanzhouqu,2530
500102,涪陵区,,500100,fulingqu,2530
500103,渝中区,,500100,yuzhongqu,2530
500104,大渡口区,,500100,dadukouqu,2530
500105,江北区,,500100,jiangbeiqu,2530
500106,沙坪坝区,,500100,shapingbaqu,2530
500107,九龙坡区,,500100,jiulongpoqu,2530
500108,南岸区,,500100,nananqu,2530
500109,北碚区,,500100,beiqu,2530
500110,万盛区,,500100,wanshengqu,2530
500111,双桥区,,500100,shuangqiaoqu,2530
500112,渝北区,,500100,yubeiqu,2530
500113,巴南区,,500100,bananqu,2530
500114,黔江区,,500100,qianjiangqu,2530
500115,长寿区,,500100,changshouqu,2530
500222,綦江县,,500100,jiangxian,2530
500223,潼南县,,500100,nanxian,2530
500224,铜梁县,,500100,tongliangxian,2530
500225,大足县,,500100,dazuxian,2530
500226,荣昌县,,500100,rongchangxian,2530
500227,璧山县,,500100,shanxian,2530
500228,梁平县,,500100,liangpingxian,2530
500229,城口县,,500100,chengkouxian,2530
500230,丰都县,,500100,fengduxian,2530
500231,垫江县,,500100,dianjiangxian,2530
500232,武隆县,,500100,wulongxian,2530
500233,忠县,,500100,zhongxian,2530
500234,开县,,500100,kaixian,2530
500235,云阳县,,500100,yunyangxian,2530
500236,奉节县,,500100,fengjiexian,2530
500237,巫山县,,500100,wushanxian,2530
500238,巫溪县,,500100,wuxixian,2530
500240,石柱土家族自治县,,500100,shizhutujiazuzizhixian,2530
500241,秀山土家族苗族自治县,,500100,xiushantujiazumiaozuzizhixian,2530
500242,酉阳土家族苗族自治县,,500100,youyangtujiazumiaozuzizhixian,2530
500243,彭水苗族土家族自治县,,500100,pengshuimiaozutujiazuzizhixian,2530
500381,江津区,,500100,jiangjinqu,2530
500382,合川区,,500100,hechuanqu,2530
500383,永川区,,500100,yongchuanqu,2530
500384,南川区,,500100,nanchuanqu,2530
500385,其它区,,500100,qitaqu,2530
510000,四川省,川,0,sichuansheng,null
510100,成都市,,510000,chengdushi,2572
510104,锦江区,,510100,jinjiangqu,2573
510105,青羊区,,510100,qingyangqu,2573
510106,金牛区,,510100,jinniuqu,2573
510107,武侯区,,510100,wuhouqu,2573
510108,成华区,,510100,chenghuaqu,2573
510112,龙泉驿区,,510100,longquanqu,2573
510113,青白江区,,510100,qingbaijiangqu,2573
510114,新都区,,510100,xinduqu,2573
510115,温江区,,510100,wenjiangqu,2573
510121,金堂县,,510100,jintangxian,2573
510122,双流县,,510100,shuangliuxian,2573
510124,郫县,,510100,xian,2573
510129,大邑县,,510100,dayixian,2573
510131,蒲江县,,510100,pujiangxian,2573
510132,新津县,,510100,xinjinxian,2573
510181,都江堰市,,510100,dujiangyanshi,2573
510182,彭州市,,510100,pengzhoushi,2573
510183,邛崃市,,510100,shi,2573
510184,崇州市,,510100,chongzhoushi,2573
510185,其它区,,510100,qitaqu,2573
510300,自贡市,,510000,zigongshi,2572
510302,自流井区,,510300,ziliujingqu,2594
510303,贡井区,,510300,gongjingqu,2594
510304,大安区,,510300,daanqu,2594
510311,沿滩区,,510300,yantanqu,2594
510321,荣县,,510300,rongxian,2594
510322,富顺县,,510300,fushunxian,2594
510323,其它区,,510300,qitaqu,2594
510400,攀枝花市,,510000,panzhihuashi,2572
510402,东区,,510400,dongqu,2602
510403,西区,,510400,xiqu,2602
510411,仁和区,,510400,renhequ,2602
510421,米易县,,510400,miyixian,2602
510422,盐边县,,510400,yanbianxian,2602
510423,其它区,,510400,qitaqu,2602
510500,泸州市,,510000,zhoushi,2572
510502,江阳区,,510500,jiangyangqu,2609
510503,纳溪区,,510500,naxiqu,2609
510504,龙马潭区,,510500,longmatanqu,2609
510521,泸县,,510500,xian,2609
510522,合江县,,510500,hejiangxian,2609
510524,叙永县,,510500,xuyongxian,2609
510525,古蔺县,,510500,guxian,2609
510526,其它区,,510500,qitaqu,2609
510600,德阳市,,510000,deyangshi,2572
510603,旌阳区,,510600,yangqu,2618
510623,中江县,,510600,zhongjiangxian,2618
510626,罗江县,,510600,luojiangxian,2618
510681,广汉市,,510600,guanghanshi,2618
510682,什邡市,,510600,shishi,2618
510683,绵竹市,,510600,mianzhushi,2618
510684,其它区,,510600,qitaqu,2618
510700,绵阳市,,510000,mianyangshi,2572
510703,涪城区,,510700,fuchengqu,2626
510704,游仙区,,510700,youxianqu,2626
510722,三台县,,510700,santaixian,2626
510723,盐亭县,,510700,yantingxian,2626
510724,安县,,510700,anxian,2626
510725,梓潼县,,510700,xian,2626
510726,北川羌族自治县,,510700,beichuanqiangzuzizhixian,2626
510727,平武县,,510700,pingwuxian,2626
510751,高新区,,510700,gaoxinqu,2626
510781,江油市,,510700,jiangyoushi,2626
510782,其它区,,510700,qitaqu,2626
510800,广元市,,510000,guangyuanshi,2572
510802,利州区,,510800,lizhouqu,2638
510811,元坝区,,510800,yuanbaqu,2638
510812,朝天区,,510800,chaotianqu,2638
510821,旺苍县,,510800,wangcangxian,2638
510822,青川县,,510800,qingchuanxian,2638
510823,剑阁县,,510800,jiangexian,2638
510824,苍溪县,,510800,cangxixian,2638
510825,其它区,,510800,qitaqu,2638
510900,遂宁市,,510000,suiningshi,2572
510903,船山区,,510900,chuanshanqu,2647
510904,安居区,,510900,anjuqu,2647
510921,蓬溪县,,510900,pengxixian,2647
510922,射洪县,,510900,shehongxian,2647
510923,大英县,,510900,dayingxian,2647
510924,其它区,,510900,qitaqu,2647
511000,内江市,,510000,neijiangshi,2572
511002,市中区,,511000,shizhongqu,2654
511011,东兴区,,511000,dongxingqu,2654
511024,威远县,,511000,weiyuanxian,2654
511025,资中县,,511000,zizhongxian,2654
511028,隆昌县,,511000,longchangxian,2654
511029,其它区,,511000,qitaqu,2654
511100,乐山市,,510000,leshanshi,2572
511102,市中区,,511100,shizhongqu,2661
511111,沙湾区,,511100,shawanqu,2661
511112,五通桥区,,511100,wutongqiaoqu,2661
511113,金口河区,,511100,jinkouhequ,2661
511123,犍为县,,511100,weixian,2661
511124,井研县,,511100,jingyanxian,2661
511126,夹江县,,511100,jiajiangxian,2661
511129,沐川县,,511100,chuanxian,2661
511132,峨边彝族自治县,,511100,ebianyizuzizhixian,2661
511133,马边彝族自治县,,511100,mabianyizuzizhixian,2661
511181,峨眉山市,,511100,emeishanshi,2661
511182,其它区,,511100,qitaqu,2661
511300,南充市,,510000,nanchongshi,2572
511302,顺庆区,,511300,shunqingqu,2674
511303,高坪区,,511300,gaopingqu,2674
511304,嘉陵区,,511300,jialingqu,2674
511321,南部县,,511300,nanbuxian,2674
511322,营山县,,511300,yingshanxian,2674
511323,蓬安县,,511300,penganxian,2674
511324,仪陇县,,511300,yilongxian,2674
511325,西充县,,511300,xichongxian,2674
511381,阆中市,,511300,zhongshi,2674
511382,其它区,,511300,qitaqu,2674
511400,眉山市,,510000,meishanshi,2572
511402,东坡区,,511400,dongpoqu,2685
511421,仁寿县,,511400,renshouxian,2685
511422,彭山县,,511400,pengshanxian,2685
511423,洪雅县,,511400,hongyaxian,2685
511424,丹棱县,,511400,danlengxian,2685
511425,青神县,,511400,qingshenxian,2685
511426,其它区,,511400,qitaqu,2685
511500,宜宾市,,510000,yibinshi,2572
511502,翠屏区,,511500,cuipingqu,2693
511521,宜宾县,,511500,yibinxian,2693
511522,南溪县,,511500,nanxixian,2693
511523,江安县,,511500,jianganxian,2693
511524,长宁县,,511500,changningxian,2693
511525,高县,,511500,gaoxian,2693
511526,珙县,,511500,xian,2693
511527,筠连县,,511500,lianxian,2693
511528,兴文县,,511500,xingwenxian,2693
511529,屏山县,,511500,pingshanxian,2693
511530,其它区,,511500,qitaqu,2693
511600,广安市,,510000,guanganshi,2572
511602,广安区,,511600,guanganqu,2705
511621,岳池县,,511600,yuechixian,2705
511622,武胜县,,511600,wushengxian,2705
511623,邻水县,,511600,linshuixian,2705
511681,华蓥市,,511600,huashi,2705
511682,市辖区,,511600,shixiaqu,2705
511683,其它区,,511600,qitaqu,2705
511700,达州市,,510000,dazhoushi,2572
511702,通川区,,511700,tongchuanqu,2713
511721,达县,,511700,daxian,2713
511722,宣汉县,,511700,xuanhanxian,2713
511723,开江县,,511700,kaijiangxian,2713
511724,大竹县,,511700,dazhuxian,2713
511725,渠县,,511700,quxian,2713
511781,万源市,,511700,wanyuanshi,2713
511782,其它区,,511700,qitaqu,2713
511800,雅安市,,510000,yaanshi,2572
511802,雨城区,,511800,yuchengqu,2722
511821,名山县,,511800,mingshanxian,2722
511822,荥经县,,511800,jingxian,2722
511823,汉源县,,511800,hanyuanxian,2722
511824,石棉县,,511800,shimianxian,2722
511825,天全县,,511800,tianquanxian,2722
511826,芦山县,,511800,lushanxian,2722
511827,宝兴县,,511800,baoxingxian,2722
511828,其它区,,511800,qitaqu,2722
511900,巴中市,,510000,bazhongshi,2572
511902,巴州区,,511900,bazhouqu,2732
511921,通江县,,511900,tongjiangxian,2732
511922,南江县,,511900,nanjiangxian,2732
511923,平昌县,,511900,pingchangxian,2732
511924,其它区,,511900,qitaqu,2732
512000,资阳市,,510000,ziyangshi,2572
512002,雁江区,,512000,yanjiangqu,2738
512021,安岳县,,512000,anyuexian,2738
512022,乐至县,,512000,lezhixian,2738
512081,简阳市,,512000,jianyangshi,2738
512082,其它区,,512000,qitaqu,2738
513200,阿坝藏族羌族自治州,,510000,abacangzuqiangzuzizhizhou,2572
513221,汶川县,,513200,chuanxian,2744
513222,理县,,513200,lixian,2744
513223,茂县,,513200,maoxian,2744
513224,松潘县,,513200,songpanxian,2744
513225,九寨沟县,,513200,jiuzhaigouxian,2744
513226,金川县,,513200,jinchuanxian,2744
513227,小金县,,513200,xiaojinxian,2744
513228,黑水县,,513200,heishuixian,2744
513229,马尔康县,,513200,maerkangxian,2744
513230,壤塘县,,513200,rangtangxian,2744
513231,阿坝县,,513200,abaxian,2744
513232,若尔盖县,,513200,ruoergaixian,2744
513233,红原县,,513200,hongyuanxian,2744
513234,其它区,,513200,qitaqu,2744
513300,甘孜藏族自治州,,510000,ganzicangzuzizhizhou,2572
513321,康定县,,513300,kangdingxian,2759
513322,泸定县,,513300,dingxian,2759
513323,丹巴县,,513300,danbaxian,2759
513324,九龙县,,513300,jiulongxian,2759
513325,雅江县,,513300,yajiangxian,2759
513326,道孚县,,513300,daoxian,2759
513327,炉霍县,,513300,luhuoxian,2759
513328,甘孜县,,513300,ganzixian,2759
513329,新龙县,,513300,xinlongxian,2759
513330,德格县,,513300,degexian,2759
513331,白玉县,,513300,baiyuxian,2759
513332,石渠县,,513300,shiquxian,2759
513333,色达县,,513300,sedaxian,2759
513334,理塘县,,513300,litangxian,2759
513335,巴塘县,,513300,batangxian,2759
513336,乡城县,,513300,xiangchengxian,2759
513337,稻城县,,513300,daochengxian,2759
513338,得荣县,,513300,derongxian,2759
513339,其它区,,513300,qitaqu,2759
513400,凉山彝族自治州,,510000,liangshanyizuzizhizhou,2572
513401,西昌市,,513400,xichangshi,2779
513422,木里藏族自治县,,513400,mulicangzuzizhixian,2779
513423,盐源县,,513400,yanyuanxian,2779
513424,德昌县,,513400,dechangxian,2779
513425,会理县,,513400,huilixian,2779
513426,会东县,,513400,huidongxian,2779
513427,宁南县,,513400,ningnanxian,2779
513428,普格县,,513400,pugexian,2779
513429,布拖县,,513400,butuoxian,2779
513430,金阳县,,513400,jinyangxian,2779
513431,昭觉县,,513400,zhaojuexian,2779
513432,喜德县,,513400,xidexian,2779
513433,冕宁县,,513400,mianningxian,2779
513434,越西县,,513400,yuexixian,2779
513435,甘洛县,,513400,ganluoxian,2779
513436,美姑县,,513400,meiguxian,2779
513437,雷波县,,513400,leiboxian,2779
513438,其它区,,513400,qitaqu,2779
520000,贵州省,贵,0,guizhousheng,null
520100,贵阳市,,520000,guiyangshi,2798
520102,南明区,,520100,nanmingqu,2799
520103,云岩区,,520100,yunyanqu,2799
520111,花溪区,,520100,huaxiqu,2799
520112,乌当区,,520100,wudangqu,2799
520113,白云区,,520100,baiyunqu,2799
520114,小河区,,520100,xiaohequ,2799
520121,开阳县,,520100,kaiyangxian,2799
520122,息烽县,,520100,xifengxian,2799
520123,修文县,,520100,xiuwenxian,2799
520151,金阳开发区,,520100,jinyangkaifaqu,2799
520181,清镇市,,520100,qingzhenshi,2799
520182,其它区,,520100,qitaqu,2799
520200,六盘水市,,520000,liupanshuishi,2798
520201,钟山区,,520200,zhongshanqu,2812
520203,六枝特区,,520200,liuzhitequ,2812
520221,水城县,,520200,shuichengxian,2812
520222,盘县,,520200,panxian,2812
520223,其它区,,520200,qitaqu,2812
520300,遵义市,,520000,zunyishi,2798
520302,红花岗区,,520300,honghuagangqu,2818
520303,汇川区,,520300,huichuanqu,2818
520321,遵义县,,520300,zunyixian,2818
520322,桐梓县,,520300,tongxian,2818
520323,绥阳县,,520300,suiyangxian,2818
520324,正安县,,520300,zhenganxian,2818
520325,道真仡佬族苗族自治县,,520300,daozhenlaozumiaozuzizhixian,2818
520326,务川仡佬族苗族自治县,,520300,wuchuanlaozumiaozuzizhixian,2818
520327,凤冈县,,520300,fenggangxian,2818
520328,湄潭县,,520300,tanxian,2818
520329,余庆县,,520300,yuqingxian,2818
520330,习水县,,520300,xishuixian,2818
520381,赤水市,,520300,chishuishi,2818
520382,仁怀市,,520300,renhuaishi,2818
520383,其它区,,520300,qitaqu,2818
520400,安顺市,,520000,anshunshi,2798
520402,西秀区,,520400,xixiuqu,2834
520421,平坝县,,520400,pingbaxian,2834
520422,普定县,,520400,pudingxian,2834
520423,镇宁布依族苗族自治县,,520400,zhenningbuyizumiaozuzizhixian,2834
520424,关岭布依族苗族自治县,,520400,guanlingbuyizumiaozuzizhixian,2834
520425,紫云苗族布依族自治县,,520400,ziyunmiaozubuyizuzizhixian,2834
520426,其它区,,520400,qitaqu,2834
522200,铜仁地区,,520000,tongrendiqu,2798
522201,铜仁市,,522200,tongrenshi,2842
522222,江口县,,522200,jiangkouxian,2842
522223,玉屏侗族自治县,,522200,yupingdongzuzizhixian,2842
522224,石阡县,,522200,shixian,2842
522225,思南县,,522200,sinanxian,2842
522226,印江土家族苗族自治县,,522200,yinjiangtujiazumiaozuzizhixian,2842
522227,德江县,,522200,dejiangxian,2842
522228,沿河土家族自治县,,522200,yanhetujiazuzizhixian,2842
522229,松桃苗族自治县,,522200,songtaomiaozuzizhixian,2842
522230,万山特区,,522200,wanshantequ,2842
522231,其它区,,522200,qitaqu,2842
522300,黔西南布依族苗族自治州,,520000,qianxinanbuyizumiaozuzizhizhou,2798
522301,兴义市,,522300,xingyishi,2854
522322,兴仁县,,522300,xingrenxian,2854
522323,普安县,,522300,puanxian,2854
522324,晴隆县,,522300,qinglongxian,2854
522325,贞丰县,,522300,zhenfengxian,2854
522326,望谟县,,522300,wangxian,2854
522327,册亨县,,522300,cehengxian,2854
522328,安龙县,,522300,anlongxian,2854
522329,其它区,,522300,qitaqu,2854
522400,毕节地区,,520000,bijiediqu,2798
522401,毕节市,,522400,bijieshi,2864
522422,大方县,,522400,dafangxian,2864
522423,黔西县,,522400,qianxixian,2864
522424,金沙县,,522400,jinshaxian,2864
522425,织金县,,522400,zhijinxian,2864
522426,纳雍县,,522400,nayongxian,2864
522427,威宁彝族回族苗族自治县,,522400,weiningyizuhuizumiaozuzizhixian,2864
522428,赫章县,,522400,hezhangxian,2864
522429,其它区,,522400,qitaqu,2864
522600,黔东南苗族侗族自治州,,520000,qiandongnanmiaozudongzuzizhizhou,2798
522601,凯里市,,522600,kailishi,2874
522622,黄平县,,522600,huangpingxian,2874
522623,施秉县,,522600,shibingxian,2874
522624,三穗县,,522600,sansuixian,2874
522625,镇远县,,522600,zhenyuanxian,2874
522626,岑巩县,,522600,gongxian,2874
522627,天柱县,,522600,tianzhuxian,2874
522628,锦屏县,,522600,jinpingxian,2874
522629,剑河县,,522600,jianhexian,2874
522630,台江县,,522600,taijiangxian,2874
522631,黎平县,,522600,lipingxian,2874
522632,榕江县,,522600,jiangxian,2874
522633,从江县,,522600,congjiangxian,2874
522634,雷山县,,522600,leishanxian,2874
522635,麻江县,,522600,majiangxian,2874
522636,丹寨县,,522600,danzhaixian,2874
522637,其它区,,522600,qitaqu,2874
522700,黔南布依族苗族自治州,,520000,qiannanbuyizumiaozuzizhizhou,2798
522701,都匀市,,522700,duyunshi,2892
522702,福泉市,,522700,fuquanshi,2892
522722,荔波县,,522700,liboxian,2892
522723,贵定县,,522700,guidingxian,2892
522725,瓮安县,,522700,wenganxian,2892
522726,独山县,,522700,dushanxian,2892
522727,平塘县,,522700,pingtangxian,2892
522728,罗甸县,,522700,luodianxian,2892
522729,长顺县,,522700,changshunxian,2892
522730,龙里县,,522700,longlixian,2892
522731,惠水县,,522700,huishuixian,2892
522732,三都水族自治县,,522700,sandushuizuzizhixian,2892
522733,其它区,,522700,qitaqu,2892
530000,云南省,云,0,yunnansheng,null
530100,昆明市,,530000,kunmingshi,2906
530102,五华区,,530100,wuhuaqu,2907
530103,盘龙区,,530100,panlongqu,2907
530111,官渡区,,530100,guanduqu,2907
530112,西山区,,530100,xishanqu,2907
530113,东川区,,530100,dongchuanqu,2907
530121,呈贡县,,530100,chenggongxian,2907
